Geography,Geographic Area Name,Total,T_ Under 18 years,T_ 18 to 34 years,T_ 35 to 64 years,T_ 65 years and over,T_ Male,T_ Female,T_ African American,T_ American Indian/Alaska Native,T_ Asian,T_ Hawaiian/ Pacific Islander,T_ Two or more races,T_ Hispanic or Latino,T_ White,T_ Less than high school graduate,T_ High school graduate,T_ Bachelor's degree or higher,T_ Employed,T_ Employed | Male,T_ Employed | Female,BP_ | Total,BP_ | Under 18 years,BP_ | 18 to 34 years,BP_ | 35 to 64 years,BP_ | 65 years and over,BP_ | Male,BP_ | Female,BP_ | African American,BP_ | American Indian/ Alaska Native,BP_ | Asian,BP_ | Hawaiian/ Pacific Islander,BP_ | Two or more races,BP_ | Hispanic or Latino,BP_ | White,BP_ | Less than high school graduate,BP_ | High school graduate,BP_ | Bachelor's degree or higher,BP_ | Employed,BP_ | Employed | Male,BP_ | Employed | Female,BP_ | 50%,BP_ | 125%,BP_ | 150%,BP_ | 185%,BP_ | 200%,BP_ | 300%,BP_ | 400%,BP_ | 500%,state,county
0500000US51161,"Roanoke County, Virginia",94738,18423,18279,37011,21025,45777,48961,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,78180,3471,21121,25171,45846,25104,20742,6485,1211,1610,2129,1535,1997,4488,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,4452,842,2270,536,1269,278,991,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,161
0500000US51165,"Rockingham County, Virginia",84340,18853,17473,30478,17536,40894,43446,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,71700,8176,21906,15048,41514,20176,21338,9771,3070,2253,2452,1996,4678,5093,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,7513,2010,2046,676,2109,544,1565,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,165
0500000US51177,"Spotsylvania County, Virginia",148868,35784,30776,59017,23291,73928,74940,25487,-999999999,-999999999,-999999999,17563,20823,89432,8633,27684,36974,76957,40899,36058,8446,2859,1417,2388,1782,3908,4538,1053,-999999999,-999999999,-999999999,1031,1183,5414,963,2032,519,2021,966,1055,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,177
0500000US51179,"Stafford County, Virginia",162001,42732,32793,67595,18881,81811,80190,33457,-999999999,-999999999,-999999999,-999999999,28105,81216,7455,22811,45243,83033,44509,38524,6566,1933,1943,1498,1192,2461,4105,738,-999999999,-999999999,-999999999,-999999999,1742,3293,1164,589,991,1492,444,1048,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,179
0500000US51199,"York County, Virginia",69119,16129,12138,27963,12889,32980,36139,8617,-999999999,4219,-999999999,-999999999,-999999999,44912,2088,7985,25124,30726,14472,16254,5871,1343,2111,1636,781,2425,3446,1450,-999999999,564,-999999999,-999999999,-999999999,3412,615,643,953,1709,584,1125,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,199
0500000US51510,"Alexandria city, Virginia",153847,27697,39059,66481,20610,75028,78819,33384,-999999999,9751,-999999999,24485,27867,76101,8747,13991,77657,92922,47324,45598,10907,2643,2950,3536,1778,3722,7185,3809,-999999999,579,-999999999,2804,3268,2820,1821,1876,2343,3844,2300,1544,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,510
0500000US51550,"Chesapeake city, Virginia",249607,60516,53245,98422,37424,121514,128093,70481,-999999999,9969,-999999999,25039,19842,134639,8411,43007,63099,120634,58656,61978,27966,10243,4921,8474,4328,12413,15553,14372,-999999999,462,-999999999,2676,1255,9713,1943,6768,2476,5670,1843,3827,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,550
0500000US51650,"Hampton city, Virginia",132577,28724,33488,47583,22782,63303,69274,63839,-999999999,-999999999,-999999999,13884,-999999999,47145,7263,26515,26850,63758,30762,32996,16571,4473,3478,6280,2340,6044,10527,7859,-999999999,-999999999,-999999999,2131,-999999999,5647,1763,3983,1288,4981,1872,3109,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,650
0500000US51680,"Lynchburg city, Virginia",68388,14761,21542,21546,10539,31662,36726,19956,-999999999,-999999999,-999999999,-999999999,-999999999,39292,2718,11811,18596,34166,17663,16503,13851,3612,6111,3157,971,5444,8407,6123,-999999999,-999999999,-999999999,-999999999,-999999999,5158,892,2347,607,3765,1595,2170,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,680
0500000US51700,"Newport News city, Virginia",176943,41749,45836,63426,25932,83592,93351,75998,-999999999,-999999999,-999999999,22328,19340,66725,8934,35004,36136,84836,42793,42043,25642,9251,7183,6108,3100,10699,14943,12863,-999999999,-999999999,-999999999,3856,3028,7082,2620,5039,2247,5110,1527,3583,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,700
0500000US51710,"Norfolk city, Virginia",214015,45666,62456,74771,31122,105907,108108,76903,-999999999,-999999999,-999999999,24691,21638,89566,15692,38335,49101,102531,51121,51410,37176,11993,11413,9487,4283,17719,19457,21081,-999999999,-999999999,-999999999,4061,4240,7240,6354,5897,2177,10214,5432,4782,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,710
0500000US51740,"Portsmouth city, Virginia",95113,22104,23852,34626,14531,45703,49410,47718,-999999999,-999999999,-999999999,9300,-999999999,33134,6529,20538,18484,45404,22737,22667,17941,4837,4363,5671,3070,6980,10961,10794,-999999999,-999999999,-999999999,2188,-999999999,3998,2669,4729,1466,5481,2668,2813,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,740
0500000US51760,"Richmond city, Virginia",218962,39622,66621,79535,33184,101454,117508,89657,-999999999,-999999999,-999999999,16782,23780,92808,14593,35584,75665,123400,58712,64688,37446,10872,12353,8644,5577,16805,20641,20536,-999999999,-999999999,-999999999,3679,5125,9263,4348,7568,3190,8309,2194,6115,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,760
0500000US51770,"Roanoke city, Virginia",95458,21451,21859,36353,15795,44809,50649,26696,-999999999,-999999999,-999999999,7487,8377,52414,6928,21487,20445,45389,24149,21240,18069,5840,3692,6553,1984,7361,10708,5884,-999999999,-999999999,-999999999,1980,3558,7258,1943,4805,1592,3044,1239,1805,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,770
0500000US51800,"Suffolk city, Virginia",99917,23250,19621,41609,15437,47922,51995,42072,-999999999,-999999999,-999999999,7770,-999999999,44114,5764,17274,25148,46148,22872,23276,11448,4020,1795,3519,2114,5103,6345,7469,-999999999,-999999999,-999999999,503,-999999999,3192,1322,2113,846,2268,917,1351,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,800
0500000US51810,"Virginia Beach city, Virginia",445416,97284,100727,173600,73805,215792,229624,83033,-999999999,33957,-999999999,43681,40465,262210,16698,74878,127927,218597,107315,111282,37869,11437,9857,11366,5209,16575,21294,13791,-999999999,3117,-999999999,3655,4721,14531,2274,7809,4690,8809,5071,3738,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,51,810
0500000US53005,"Benton County, Washington",212503,54219,46920,77035,34329,107541,104962,-999999999,-999999999,-999999999,-999999999,37528,56669,133856,16298,32638,47804,97721,53389,44332,25387,7350,5756,9414,2867,12047,13340,-999999999,-999999999,-999999999,-999999999,7249,10557,11982,4563,4148,2152,6055,2876,3179,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,005
0500000US53007,"Chelan County, Washington",78833,17209,14655,29949,17020,40059,38774,-999999999,-999999999,-999999999,-999999999,-999999999,22953,51075,7920,11599,17535,37372,20324,17048,6963,1510,696,2731,2026,3344,3619,-999999999,-999999999,-999999999,-999999999,-999999999,1359,4615,811,1261,812,1275,729,546,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,007
0500000US53009,"Clallam County, Washington",75996,11826,11904,27495,24771,36868,39128,-999999999,2875,-999999999,-999999999,7839,-999999999,60460,3828,15368,18240,29946,15290,14656,8802,1457,1712,3780,1853,3434,5368,-999999999,525,-999999999,-999999999,1790,-999999999,6110,498,1722,1416,1572,543,1029,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,009
0500000US53011,"Clark County, Washington",517671,114239,114031,201259,88142,257633,260038,10639,-999999999,25669,-999999999,57357,65445,371962,28079,82860,125059,262253,138397,123856,35586,7332,7588,12077,8589,15872,19714,1154,-999999999,1700,-999999999,5389,3551,24485,4832,7519,4662,7653,2955,4698,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,011
0500000US53015,"Cowlitz County, Washington",111355,24094,22647,42783,21831,54902,56453,-999999999,-999999999,-999999999,-999999999,11024,11935,88402,8264,22487,15156,49175,26617,22558,14897,4407,2062,7016,1412,6504,8393,-999999999,-999999999,-999999999,-999999999,2066,2549,10589,2026,3261,1527,3281,1645,1636,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,015
0500000US53021,"Franklin County, Washington",96631,30162,23868,32087,10514,47721,48910,-999999999,-999999999,-999999999,-999999999,28099,54570,35524,12230,15039,12153,42661,24617,18044,13020,4634,3045,4104,1237,5445,7575,-999999999,-999999999,-999999999,-999999999,6345,10319,2282,2769,2097,905,3005,1641,1364,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,021
0500000US53025,"Grant County, Washington",101149,27257,23808,35045,15039,51633,49516,-999999999,-999999999,-999999999,-999999999,26100,44856,49415,10399,19689,12014,46019,25355,20664,16855,5497,4613,5858,887,7149,9706,-999999999,-999999999,-999999999,-999999999,5034,9294,5261,2631,2898,1863,5053,1691,3362,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,025
0500000US53027,"Grays Harbor County, Washington",74945,15095,13276,28298,18276,37498,37447,-999999999,3968,-999999999,-999999999,5180,8357,58021,7230,16766,9562,30384,14913,15471,10719,2600,1480,3916,2723,4852,5867,-999999999,536,-999999999,-999999999,1558,1393,7384,1612,2867,590,998,444,554,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,027
0500000US53029,"Island County, Washington",84614,14975,14867,30255,24517,42639,41975,-999999999,-999999999,-999999999,-999999999,11818,7081,62690,2533,14442,23788,32276,15739,16537,7445,1646,1447,2381,1971,3159,4286,-999999999,-999999999,-999999999,-999999999,1557,255,5423,277,1562,993,1563,741,822,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,029
0500000US53033,"King County, Washington",2240088,430095,578342,908266,323385,1136140,1103948,149220,14435,468141,17593,272938,248072,1171068,95234,223972,960678,1274510,688465,586045,196613,46357,60490,58893,30873,90488,106125,31892,2638,31982,2980,25934,30799,80899,18286,28546,41632,47551,20081,27470,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,033
0500000US53035,"Kitsap County, Washington",270616,51837,60073,103251,55455,137790,132826,-999999999,-999999999,14311,-999999999,35976,25064,195327,9696,40609,77755,126697,68575,58122,22721,5004,7280,7231,3206,10254,12467,-999999999,-999999999,736,-999999999,4214,3374,14913,1633,4932,1997,6086,2449,3637,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,035
0500000US53041,"Lewis County, Washington",85225,18137,15969,32687,18432,42411,42814,-999999999,-999999999,-999999999,-999999999,8591,9912,67925,5167,19742,12768,35059,18886,16173,12140,3380,2127,4376,2257,5393,6747,-999999999,-999999999,-999999999,-999999999,1774,2898,8963,1613,3386,1175,1946,1072,874,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,041
0500000US53045,"Mason County, Washington",65964,12712,12124,24013,17115,32045,33919,-999999999,-999999999,-999999999,-999999999,6097,-999999999,49189,4305,13737,11650,24825,13242,11583,7429,1363,1485,2437,2144,3904,3525,-999999999,-999999999,-999999999,-999999999,466,-999999999,5450,476,1724,564,650,393,257,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,045
0500000US53053,"Pierce County, Washington",904852,206815,206496,352799,138742,449509,455343,63021,6944,62588,14524,149173,117659,549823,48728,169315,201935,443552,235206,208346,88473,23985,18447,34443,11598,35244,53229,6968,1493,5403,1426,14546,16489,47121,10316,18879,8920,19194,7371,11823,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,053
0500000US53057,"Skagit County, Washington",129654,26166,24766,48216,30506,65186,64468,-999999999,-999999999,-999999999,-999999999,13435,25506,90571,7062,22371,28837,60593,33856,26737,11506,3099,1620,3973,2814,5714,5792,-999999999,-999999999,-999999999,-999999999,1519,3819,6649,1197,1800,1661,1566,652,914,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,057
0500000US53061,"Snohomish County, Washington",835702,181261,183985,343752,126704,421194,414508,32573,9537,123136,-999999999,88582,102540,509952,41017,129213,236897,438564,239522,199042,74984,20591,17136,24913,12344,33643,41341,2826,1266,6590,-999999999,9120,14748,42537,6249,16896,9492,16072,7073,8999,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,061
0500000US53063,"Spokane County, Washington",538145,114670,124070,203923,95482,268569,269576,11672,6238,12247,-999999999,46454,38645,434513,17708,99164,123410,262556,137912,124644,67328,14244,20042,22534,10508,28428,38900,1663,1203,2622,-999999999,9281,8447,47066,4401,13178,6951,16619,6735,9884,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,063
0500000US53067,"Thurston County, Washington",294421,60091,62376,115070,56884,145176,149245,10932,-999999999,18429,-999999999,36943,32200,201502,12023,47483,87828,140011,69642,70369,30639,6520,7795,10596,5728,12911,17728,1634,-999999999,3686,-999999999,4991,3174,16752,3308,7524,4942,5975,2709,3266,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,067
0500000US53073,"Whatcom County, Washington",227440,41784,59423,82469,43764,112274,115166,-999999999,4164,9675,-999999999,21056,24857,170516,9203,32154,63662,116737,60860,55877,30548,5860,11928,8025,4735,13686,16862,-999999999,237,2975,-999999999,3340,3517,19531,1500,5207,4669,10002,4030,5972,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,073
0500000US53077,"Yakima County, Washington",254241,72888,59365,84909,37079,127814,126427,-999999999,9583,-999999999,-999999999,69661,135190,98517,33077,53340,28921,114427,63301,51126,40230,15581,9910,9774,4965,17601,22629,-999999999,2878,-999999999,-999999999,11665,24251,12458,6587,7695,1084,8342,3245,5097,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,53,077
0500000US54003,"Berkeley County, West Virginia",131304,30212,28843,52083,20166,65486,65818,11357,-999999999,-999999999,-999999999,-999999999,-999999999,103408,9381,34467,21814,65709,34823,30886,16551,5050,3078,5772,2651,8192,8359,2804,-999999999,-999999999,-999999999,-999999999,-999999999,12419,2789,5149,924,3136,1167,1969,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,54,003
0500000US54011,"Cabell County, West Virginia",87405,17967,20330,31276,17832,42695,44710,-999999999,-999999999,-999999999,-999999999,4300,-999999999,77724,5325,16294,22316,41082,21085,19997,18467,5324,6885,4688,1570,8756,9711,-999999999,-999999999,-999999999,-999999999,1479,-999999999,14739,1971,3273,1034,5621,2518,3103,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,54,011
0500000US54033,"Harrison County, West Virginia",63674,13079,12799,24884,12912,31351,32323,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,58345,4560,17996,12262,28484,15680,12804,8801,1493,2317,2914,2077,3749,5052,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,7819,1378,3876,350,1006,303,703,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,54,033
0500000US54039,"Kanawha County, West Virginia",170734,33179,32694,65584,39277,84180,86554,7115,-999999999,-999999999,-999999999,12094,-999999999,147392,11717,43269,37810,75239,36603,38636,27169,6218,5832,10704,4415,12383,14786,2891,-999999999,-999999999,-999999999,3424,-999999999,20663,4699,8694,2270,4443,1399,3044,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,54,039
0500000US54061,"Monongalia County, West Virginia",101800,16938,35340,34965,14557,52570,49230,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,87784,3371,17058,31458,55369,29546,25823,20213,2420,13381,3015,1397,9800,10413,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,16890,495,2411,2432,7157,3057,4100,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,54,061
0500000US54081,"Raleigh County, West Virginia",68221,14647,12181,25623,15770,32904,35317,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,60476,5323,20118,11434,28090,14877,13213,12574,3197,3339,4024,2014,4977,7597,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,8904,1958,3378,611,3123,1418,1705,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,54,081
0500000US54107,"Wood County, West Virginia",82069,17483,15086,31622,17878,40413,41656,-999999999,-999999999,-999999999,-999999999,4211,-999999999,76220,5548,21060,14486,36575,19278,17297,10584,3144,2444,3836,1160,4253,6331,-999999999,-999999999,-999999999,-999999999,662,-999999999,9858,1332,2866,516,1968,884,1084,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,54,107
0500000US55009,"Brown County, Wisconsin",264690,60723,57076,101192,45699,130808,133882,-999999999,5869,8980,-999999999,21413,28145,205828,8912,53968,59811,143708,74941,68767,27172,7216,6747,8976,4233,12285,14887,-999999999,1111,3492,-999999999,1811,3191,16655,1879,8223,2215,8157,3044,5113,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,55,009
